helpful,name,postDate,reviewBody,reviewTitle,starRating,verifiedPurchase
One person found this helpful,Pavel,"Reviewed in the United States on December 25, 2017",Good price good filter,Four Stars,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Emily V.,"Reviewed in the United States on June 30, 2010","I'm sure this filter is a great purchase for the money for other lenses. However, when I attached it to my Canon 17-85mm, the Tiffen filter touched the lens glass. Bummer. Wasn't sure what to rate it as I wasn't able to see it's capabilities as a filter, but I wanted to make sure other buyers with my particular Canon lens were aware that this filter is not the right choice. Amazon was great with the return.",Not compatible with my Canon lens,2.0 out of 5 stars,Verified Purchase
One person found this helpful,AICARDO PARDO,"Reviewed in the United States on September 16, 2020",Gracias por el envió y el empaque. Los filtros llegaron perfectamente. Gracias!,Cumplimiento y empaque perfecto,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,Casey,"Reviewed in the United States on October 31, 2014","I've had this on my lens for a few months now, and I baby my gear. Unfortunately, the glass now spins freely inside the ring -- not sure if a glue has let go, or what. I am going to see about contacting Tiffen for a replacement.",glass started spinning inside the ring -- never been dropped/abused.,3.0 out of 5 stars,Verified Purchase
2 people found this helpful,Kimberlee Nunez,"Reviewed in the United States on December 18, 2016",Good quality. Use it all the time on my camera.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Pat,"Reviewed in the United States on March 20, 2017",A must for every lens... Thanks shipping was fast,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,AsianGuy,"Reviewed in the United States on March 27, 2014","The glass was a little bit thicker than I was expecting, but this is going in place of a lens cap on my FD 50mm f/1.4 on my AE-1 35mm film body I inherited from my dad.Bought it because it was only around $6",Just needed protection for my old FD 50mm f/1.4 lens on a film body,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Doug,"Reviewed in the United States on December 15, 2009",I bought this filter to protect a Canon 50 mm f1.8,OK filter,4.0 out of 5 stars,Verified Purchase
One person found this helpful,John S.,"Reviewed in the United States on September 19, 2016",A run of the mill name brand UV filter. It works great.,Run of the mill UV filter.,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Ronald  D.,"Reviewed in the United States on March 21, 2016",Well packaged and seems well made. I have purchased Tiffen before and never a problem. This is the best way to protect your lens.,This is the best way to protect your lens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,vyk,"Reviewed in the United States on June 7, 2013",I waited a couple years to finally get my protector but so glad that i did because I now have two little toddlers that get their hands on everything. keep your lens clean with this and also protect it from fingerprints and scratches!,Protect your lens!!,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,FL Bob,"Reviewed in the United States on November 9, 2011",Bought this to go with the Olympus four-thirds E PL 2 camera. It is totally useless because it does not screw onto the lens. Shame on Amazon for recommending the purchase of this turkey along with the camera. It was cheap enough so it's not worth the hassle to try to return it and get a refund. Don't waste your money on this.,Tiffen UV Protection File\ter,1.0 out of 5 stars,Verified Purchase
2 people found this helpful,Calvin,"Reviewed in the United States on May 8, 2017",It does what its meant to do.It looks really nice especially at an angle where light reflects.I used mine on a Minolta Rokkor X 50mm f1.7 on my a7 and a6000.Tiffen is great.,It looks so nice.,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Christopher Beaugrand,"Reviewed in the United States on August 30, 2010","I am comparing this with an multi-coated UV filter that is twice the price, and the difference is evident. This is not a bad filter by any means, but if you have a good lens, you owe it to yourself to get a better filter - you'll see the difference.",You get what you pay for,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Roger J. Buffington,"Reviewed in the United States on March 29, 2014",This one is adequate to protect your lens that is about it. No anti-glare coating though. If I had it to do over again I would probably pay the extra money for the Nikon version for my 24-70 F/2.8 lens. RJB.,Adequate to protect your lens,3.0 out of 5 stars,Verified Purchase
One person found this helpful,MagicalCatboy,"Reviewed in the United States on December 10, 2014",I have a DSLR and just use this as a protective barrier. Doesn't affect my shots at all and saves me a lot of hassle. Easy to clean.,So useful,5.0 out of 5 stars,Verified Purchase
6 people found this helpful,mh164,"Reviewed in the United States on October 20, 2019",i purchased it to protect my lens but it make the pictures flare so i remove it bad product..,not so good,3.0 out of 5 stars,Verified Purchase
One person found this helpful,A.Ask,"Reviewed in the United States on September 8, 2014","For the price I should have figured it was used. I would have bought it used for $3 instead of thinking it was ""new"" for $6. Still hard to complain for $6, mostly to protect the $800 lens. It came looking like someone else returned it. Probably should have been called ""open box"". Has small deep scratch on the frame of the glass, but the glass is fine. For the money though, really can't beat it.",It came looking like someone else returned it,4.0 out of 5 stars,Verified Purchase
7 people found this helpful,Langarry,"Reviewed in the United States on November 6, 2016",Couldn't unscrew the filter ring ended up putting a RGB filter between 2 while protectors,No dice,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Zorin,"Reviewed in the United States on February 23, 2017",Great product and fast shipping.,Five Stars,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,kateTaylor™,"Reviewed in the United States on May 2, 2013",Tiffen has always been a trusted name in photography and their tradition continues. This item is built well and certainly does its job. Highly recommend all Tiffen photographic products.,Perfect.,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Allen Cain,"Reviewed in the United States on December 15, 2016",Tiffin filters are well made using quality glass. Smooth threads too.,Fits perfectly,5.0 out of 5 stars,Verified Purchase
One person found this helpful,TWiggs,"Reviewed in the United States on February 24, 2015","Happy to find this great item.Exactly what I wanted with super shipping service and,of course, a great price. Thanks Amazon & Tiffen","Great Filter, Great Price",5.0 out of 5 stars,Verified Purchase
One person found this helpful,Amazon Customer,"Reviewed in the United States on September 23, 2009","I use mine to protect my lenses. I know some pros say that these turn your lens into a coke bottle but my amature eye is not that discerning. I shoot mainly outdoors on my boat or in the woods and it has kept ""stuff"" off of my lens. If I ruin the filter, who cares.",Protects my lens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Reader,"Reviewed in the United States on December 28, 2013","This 52mm filter is priced great. It doesn't offer much polarization shading but to protect my lens, it's perfect. I try to buy one for each new lens just for the protection. I would much rather crack a filter than a $1500 lens.",Great UV Protection Filter,5.0 out of 5 stars,Verified Purchase
One person found this helpful,T. WORRELL,"Reviewed in the United States on October 14, 2012","If you don't care too much about image quality and just to protect your hobby investment this is a good choice.When not to buy? You are unattractive flare when shooting or videographing in the night. It is cheap and it does not reproduce optimal quality of you lens.Durable easy to clean and easy to attach. I can't butcher it, it has it's place in the lens world.","Protection, Cheap, Horrible Flare",3.0 out of 5 stars,Verified Purchase
31 people found this helpful,Mr. Bill,"Reviewed in the United States on January 15, 2014","How I lost the original filter I will never know, but this was a perfect replacement. It gave me peace of ming knowing that my lens was protected again.",Replaced a lost filter,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Gary L. Smith,"Reviewed in the United States on March 24, 2011",The Tifen 46mm UV Protection filter screws on to the lens with ease. There is no distortion or color loss with this lens. When viewing the video you can't tell there is a filter on the lens. Great for protectin from scratches on the lens also.,Protection without distortion.,5.0 out of 5 stars,Verified Purchase
One person found this helpful,John W Scoggins,"Reviewed in the United States on August 13, 2016",Perfect,58mm,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,raandomcustomer44,"Reviewed in the United States on January 22, 2009","The filter screwed perfectly into my lens, and if nothing else, it protects your lens from UV and the glass on the lens from fingerprints (very helpful if you have small children). As others noted, there are better filters, but this will do fine for most.",Good basic filter,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Karlyn R Houcek,"Reviewed in the United States on March 30, 2017",perfect,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Roland H. Marti,"Reviewed in the United States on August 2, 2013","Have used these filters, either Neutral Density or UV and have always found them to be distortion free.Great quality, would recommend to anyone!",Always quality,5.0 out of 5 stars,Verified Purchase
One person found this helpful,POLARPICS,"Reviewed in the United States on June 16, 2016","still using it to this day, great protective cover",great lens cover while on a budget,5.0 out of 5 stars,Verified Purchase
One person found this helpful,The Champ's,"Reviewed in the United States on July 26, 2018","Received the box, box was empty! Product was not in the box!!!",PRODUCT NOT IN BOX!!!,1.0 out of 5 stars,Verified Purchase
3 people found this helpful,Know What I Mean?  Nudge Nudge,"Reviewed in the United States on May 11, 2013","That about sums it up! I have owned many Tiffen filters over the years, and none of them have ever let me down. Some of them I've had for over twenty years. Best filter brand on the market.",Great Filter at an Excellent Price!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Tim,"Reviewed in the United States on August 13, 2013","Arrived on time and its the right diameter. No defects, doesn't detract from the image quality, what more do you say about a UV filter?",It's a UV filter alright,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Eric Howton,"Reviewed in the United States on November 22, 2015",It just looks good. And of course the piece of mind knowing it is there.,It just looks good. And of course the piece of mind knowing ...,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Victor L.,"Reviewed in the United States on August 8, 2017",works fine,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Jane Doe,"Reviewed in the United States on June 29, 2015","Not much of an expert in photography. However, I did not see any big difference with this. The only reason I still use this is to keep my lens protected. Good construction.",Not sure good or bad,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Jerry T,"Reviewed in the United States on December 21, 2008","The UV filter is used by most of us as simply protection for our expensive lenses. It is the primary reason I bought this filter, and at this pricing, it's unbeatable. It fits nicely on the business end of my Nikkor 17-200mm VR lens, with absolutely no issues on focus, clarity or even the lens cap.But I discovered that it's a bit more than that, and this filter actually works as designed in blocking UV light. Add that to the price and fit, and this filter gets my highest recommendation.",Great price! No complaints. Cheap insurance and more!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Paul,"Reviewed in the United States on October 3, 2014",Simply put the filter does its job by protecting my lens. There is no ghosting like I have experienced with another multicoated UV filter.,Good Protection Filter,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Francisco Salas,"Reviewed in the United States on January 19, 2016","Nice and strong, no weird effects in any pic.",Five Stars,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,Christy L,"Reviewed in the United States on December 3, 2012",2nd time I have bought the Tiffen UV protection filter. I'm not a pro - just use my slr for vacations and family photos. Perfect fit for my camera - does a great job protecting my lense. Would buy again.,2nd purchase from this brand and type,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Mark24,"Reviewed in the United States on March 20, 2014",This works great with my new Nikon 70-300mm lens. This UV filter offers great protection for the lens....which is important given the lens cost. It's dumb not to buy this.,High quality Lens Protection,5.0 out of 5 stars,Verified Purchase
One person found this helpful,dvukin,"Reviewed in the United States on November 19, 2016",Good quality filter.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Corydon H.,"Reviewed in the United States on August 17, 2015",Absolute must have to protect expensive lenses from impact damage....,Must have,5.0 out of 5 stars,Verified Purchase
One person found this helpful,bubba,"Reviewed in the United States on October 6, 2016",Tiffen quality is always very good,Four Stars,4.0 out of 5 stars,Verified Purchase
One person found this helpful,A. Hubbell,"Reviewed in the United States on April 9, 2014",This is my second one of these. I dropped my camera and this broke but saved my lens from breaking. I would not go without one now.,Saved my camera!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Farhat,"Reviewed in the United States on November 19, 2018",Broke,Terrible,1.0 out of 5 stars,Verified Purchase
2 people found this helpful,Amazon Customer,"Reviewed in the United States on March 30, 2017",ok,ok,3.0 out of 5 stars,Verified Purchase
One person found this helpful,G C,"Reviewed in the United States on April 26, 2013",You need to protect your lenses and for the price this was just what I needed. I am very happy with it and recommend it to anyone with a camera lens.,Great price,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Charles H.,"Reviewed in the United States on February 5, 2016",Great Product.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,rodriguezdanie,"Reviewed in the United States on June 18, 2013","excellent productsI love this product, its function meets 100% and the attention was good, also the packaging that protects it very well.",excellent products,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,D. W. Hollis,"Reviewed in the United States on May 21, 2014","Was a joy to find these filters at a great price and to have them shipped quickly, perfectly packaged and excede my expectations. Will buy again.",Exactly What I Wanted,5.0 out of 5 stars,Verified Purchase
One person found this helpful,NB,"Reviewed in the United States on July 16, 2016",Keep it on lens a little insurance for an expensive lens.I got two of them.,No problems,4.0 out of 5 stars,Verified Purchase
One person found this helpful,ike8194,"Reviewed in the United States on August 13, 2013","I do not like using lens covers at all, but I purchased this for when I cover events that I know, my lens may get damaged. Example was mud wrestling.",Not something I reccomend using but still a must have.,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Bikash,"Reviewed in the United States on December 25, 2018",Nice,Nice,5.0 out of 5 stars,Verified Purchase
4 people found this helpful,K. Foreman,"Reviewed in the United States on April 6, 2013","I use one of these on every lens to protect the front elements. Have this one to fit all lenses. No need to pay more for a digital camera lens since there is auto white balance any way. If you have a special need and the bucks for a pro quality HMC or such, then by all means go or it.",Great lens element protection.,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Vin 113,"Reviewed in the United States on February 10, 2017",I'm very happy with this product and the transaction. Thank you.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Ted,"Reviewed in the United States on February 1, 2016","Perfect. Optically undetectable, while offering some UV filtering effect and critical lens protection.",Five Stars,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,Tedjm,"Reviewed in the United States on October 19, 2015","Good old Tiffen, can't beat. Always use!",Always,5.0 out of 5 stars,Verified Purchase
4 people found this helpful,S. YANG,"Reviewed in the United States on May 20, 2013",packing is terrible. ther is no sponge/foam in the plastic box. the filter is free to slide from side to side!!the sealing is loose. suspect is a second-hand product.,packing is terrible.,1.0 out of 5 stars,Verified Purchase
One person found this helpful,Anita R. Schneider,"Reviewed in the United States on June 27, 2017",Perfect,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Stanley Payson,"Reviewed in the United States on September 6, 2015",Good product at a fair price.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Zechariahphotography,"Reviewed in the United States on May 1, 2018",I order 3 filter I received 3 box one was empty.,One Star,1.0 out of 5 stars,Verified Purchase
One person found this helpful,Becky Howard,"Reviewed in the United States on April 17, 2015",This was a gift for my daughter. She liked it and already has it on her camera.,Gift,5.0 out of 5 stars,Verified Purchase
One person found this helpful,E. Sickels,"Reviewed in the United States on January 5, 2016",ok,ok,3.0 out of 5 stars,Verified Purchase
One person found this helpful,97guns,"Reviewed in the United States on March 6, 2014","BOUGHT A 46MM, WAS SENT A CHINA KNOCKOFF, NOT TIFFEN!!!THOUGHT I WAS BUYING A TIFFEN, MISREPRESENTED LISTING, BAIT AND SWITCH",NOT AS DESCRIBED,1.0 out of 5 stars,Verified Purchase
One person found this helpful,Nicholas Wilson,"Reviewed in the United States on November 4, 2016",Decent protective filter,Good Tiffen filter to protect front lens element,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Mainman,"Reviewed in the United States on February 23, 2017",Fine!,Five Stars,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Louis Heller,"Reviewed in the United States on December 24, 2012","It does all it's advertised to do, is great protection for camera's lens and doesn't change the photo's colors...it works with my camera's plastic lens cover also...",Great protection...,5.0 out of 5 stars,Verified Purchase
15 people found this helpful,coredude,"Reviewed in the United States on June 17, 2013",I needed a way to protect my lens. With out it my lens gets dirty or scratched. When buying a filter be careful to get one that's not to dark.,Lens protection,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Cheryl Coltrane,"Reviewed in the United States on November 24, 2015",Great!,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Evan,"Reviewed in the United States on January 14, 2014",Like the other reviews stated I also receive the unwanted glare and have stopped using it after just one use.,Causes unwanted glare!,2.0 out of 5 stars,Verified Purchase
One person found this helpful,Mike Goodrum,"Reviewed in the United States on October 8, 2015",It works okay. Glares sometime!,Three Stars,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Aslondon,"Reviewed in the United States on February 3, 2013",They are okay. No real negatives. They fit they protect the front element of lens. They could be thinner and have a more noticeable multicoating. But for the price hard to beat,They are okay,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Stuart Streck,"Reviewed in the United States on May 21, 2014","If anything, it saved a $700 lens when the wife forgot to make sure her camera strap was secure. The filter shattered and I had to cut it off with a hacksaw, but it took the brunt off the fall.",Money well spent,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Milton Giles,"Reviewed in the United States on May 17, 2016",Will save my lens from being scratched.,Five Stars,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,J. P. Posse,"Reviewed in the United States on September 11, 2013","I have been using this type of filters forever and they are great. Good value, resistant, and provides great security for camera lenses. Delivery time as psomised.",Great filter,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Sassy808,"Reviewed in the United States on June 27, 2013",This is like the 3rd filter that I have bought from Tiffen. It's screws on easy to my lenses and I have still not seen any scratches at all.,Great!,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Amazon Customer,"Reviewed in the United States on December 31, 2012","el filtro está muy bien, ningun problema con las construcción y cumple con el pbjetivo opara el que fue hecho. Por el precio está bien.",bien,4.0 out of 5 stars,Verified Purchase
2 people found this helpful,Andre Phillip,"Reviewed in the United States on January 1, 2014",Great quality @ a great price..I placed this on my sigma 50-150 and it fits perfect...Will be picking up a few other sizes for my other lenses..,Great Quality,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Ron LittleCloud,"Reviewed in the United States on January 26, 2014",Thanx Your lens filter is by far wonderful and a must have for any photographer ..Again Thanx for a Great item ..,Great purchase,5.0 out of 5 stars,Verified Purchase
One person found this helpful,John Hearne,"Reviewed in the United States on November 17, 2014",Fits as expected and is durable enough to protect our new lens during all day outdoor shoots.,Four Stars,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Rebecca B.,"Reviewed in the United States on April 22, 2016","OK, it protects your lens. But it ruins your images. I dumped all of my tiffin filters for BW filters and never looked back. I was so tired of the flare these filters would cause. They look like they didn't even try to reduce the flare, don't buy unless you don't care about image quality. Indoors always showed the outline of the lights, and outdoors I would even get flares of highlights of what I was shooting. If I wanted to shoot at sunset I could just forget it because I would have 2 suns in my picture, kind of like on Star Wars.....","MEH, not worth the couple of bucks you save.",3.0 out of 5 stars,Verified Purchase
6 people found this helpful,David W. Lind,"Reviewed in the United States on August 30, 2016",High quality filter.,A Must to Protect an Expensive Lens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Carolyn D.,"Reviewed in the United States on October 14, 2015",An essential accessory,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Amazon Customer,"Reviewed in the United States on December 12, 2016",My problem with this is that the Canon lens cover does not fit snuggly into this filter and is easily knocked off.,Lens cover doesn't fit snuggly.,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Oscar,"Reviewed in the United States on April 14, 2015",excelent like always!,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Train-photo46,"Reviewed in the United States on September 4, 2015",Works perfect. Received a few days early as well. Very happy with the entire transaction.,Works perfect. Received a few days early as well,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Joe Toronto,"Reviewed in the United States on August 20, 2015",Perfect.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Brian Flores,"Reviewed in the United States on July 30, 2014",I am an amature photographer. Purchased to protect lens. No complaints. Photos look the same.,Would buy again.,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Rodney J.Umlas,"Reviewed in the United States on January 2, 2016",Excellent quality at a budget price!,Excellent quality at a budget price!,4.0 out of 5 stars,Verified Purchase
One person found this helpful,MMM,"Reviewed in the United States on March 24, 2014",Perfect fit for my camera. I bought it as both a UV filter as well as for protecting the lens on my camera.,Great for UV protection and for protecting your lens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Brian,"Reviewed in the United States on September 5, 2014","This was about the cheapest UV/Lens protector I could find. Fits up nicely, the price was right and it works.",Does the job and a good value.,4.0 out of 5 stars,Verified Purchase
One person found this helpful,RP,"Reviewed in the United States on January 27, 2013",The product came in the amount of time it was supposed to and it is in great shape! I have nothing to complain about.Very Satisfied,Good timing and good product,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Jean c.,"Reviewed in the United States on April 27, 2015",Works Great!!!,Five Stars,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,paladin4010,"Reviewed in the United States on October 2, 2015",It's a lens filter. It's round and you can see through it.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Ruth,"Reviewed in the United States on April 23, 2017",Works perfectly.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Chris,"Reviewed in the United States on April 9, 2013","This little sucker came dirty from the factory, after a deep cleaning about 40 mins of cleaning, it was acceptable.",Came dirty,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Kris,"Reviewed in the United States on December 2, 2009","I bought this filter for protection of my lens, but it's only really useful in even light. When there are bright single point light sources, such as hanging lights indoors, candles, spotlights in a dark room etc, green spots or flares are cast across the picture; usually in very unfortunate ways like on a subject's face. I do a lot of hand-held low-light photography where there is likely to be point light sources, this filter is more of a hinderance in those circumstances.",No good with bright point light sources,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Luis Hernandez,"Reviewed in the United States on January 15, 2015","Great item, very happy with it.",Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Gerald Pruden,"Reviewed in the United States on May 3, 2010","The filter was fine, but Amazon was selling it with the Fujifilm FiePix HS10 camera which takes 58mm accessories NOT 46mm. I had to return it.","OK, but wrong size.",3.0 out of 5 stars,Verified Purchase
One person found this helpful,B. Cook,"Reviewed in the United States on February 22, 2011",Cheap but doesn't seem all that durable and picks up glare easily. Seemed to get nicked and scratched a bit too easily as well.,Ya get what ya pays for,3.0 out of 5 stars,Verified Purchase
One person found this helpful,C Wilcox,"Reviewed in the United States on March 21, 2015",Fit just fine and will protect the lens.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Ken Ely,"Reviewed in the United States on September 14, 2014","Well made as you expect from Tiffen, it's on duty protecting the Canon EF-S 10-18mm as we speak.",Great lens protection,4.0 out of 5 stars,Verified Purchase
2 people found this helpful,Make America Purple Grape Again,"Reviewed in the United States on November 12, 2013",great protection for your expensive lens. Protects against scratches and helps to keep dirt and dust off the lens. Good price,Protect your expensive lens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Beau Nishimura,"Reviewed in the United States on February 5, 2015",Great Product!,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Mappz,"Reviewed in the United States on August 9, 2016",Good stuff!!,Five Stars,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Bruce,"Reviewed in the United States on September 4, 2014",exactly what we ordered and expected. on time delivery and recommend product and supplier.,on time delivery and recommend product and supplier,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Faisal Ihsan,"Reviewed in the United States on December 17, 2015",Using on my Canon 70-200 UMS ll L Len 2.8. SoFar so good.,Tiffen 77mm UV Protection,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Charles A. Faraci III,"Reviewed in the United States on August 10, 2015",Works as stated.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,C. ICE,"Reviewed in the United States on March 12, 2016",GOOD QUALITY,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,mohawksan,"Reviewed in the United States on November 22, 2011","No complaints. Good enough for my 5D Mark II. Main reason I have is for lens protection. There are UV filters that cost tons more but I haven't seen any differences. I will buy expensive CPL and ND filters but for UV, this is good enuff.",Good piece,5.0 out of 5 stars,Verified Purchase
One person found this helpful,hickory home,"Reviewed in the United States on May 28, 2015",good quality,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Troy E. Forbes,"Reviewed in the United States on May 22, 2009",I get peace of mind from knowing that my lenses have an extra layer of protection. I'd much rather replace the $10 filter than the lenses that cost much more.,Tiffen 58mm UV Filter,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,mr nobody,"Reviewed in the United States on December 12, 2012",This little filter saved my ass already... need a new one. Clumsy me.. ought to buy them by them dozen.,This filter saved my ass already,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Big AL,"Reviewed in the United States on January 1, 2016",Works perfectly,Works perfectly,5.0 out of 5 stars,Verified Purchase
One person found this helpful,po-kai wang,"Reviewed in the United States on June 29, 2015",Good,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,z007,"Reviewed in the United States on December 17, 2013","Mainly used to protect lenses from scratches, dust. Tiffen has been around forever. I would not doubt on their quality filters. Stay away from cheap 2 to 3 dollars filter from ebay.",I works for me,5.0 out of 5 stars,Verified Purchase
13 people found this helpful,A. Tsuyuki,"Reviewed in the United States on December 16, 2015",Inexpensive. Good value.,Good value.,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Desert Dogs2,"Reviewed in the United States on May 8, 2011","This little filter protects the ""expensive"" lens of my camera while helping with UV filtration. Every camera should have one.",A Must Filter for Your Camera,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Bob T.,"Reviewed in the United States on September 28, 2016",Arrived in unsealed case used and covered with finger prints.,"""New"" Tiffen filter arrived in unsealed case used and covered with finger prints.",1.0 out of 5 stars,Verified Purchase
One person found this helpful,hleumas1,"Reviewed in the United States on December 2, 2014",Works great! Saves the expensive lens on my camera.,Good value,5.0 out of 5 stars,Verified Purchase
5 people found this helpful,Cowboybob,"Reviewed in the United States on December 31, 2014",Good product for my work Cannon camera.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Amazon lover,"Reviewed in the United States on August 31, 2015",As expected,Tiffen FIlter,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Izzy,"Reviewed in the United States on March 20, 2020",Perfect,Ideal buy,5.0 out of 5 stars,Verified Purchase
One person found this helpful,happy123,"Reviewed in the United States on September 12, 2014",Excellent,Excellent,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Daniel Foucachon,"Reviewed in the United States on February 4, 2010",Good quality product that does the job. No complaints. Highly recommend it.I'm using it on a Vixia HG21 Canon HD camcorder,Does the job at a good price,5.0 out of 5 stars,Verified Purchase
21 people found this helpful,Nam,"Reviewed in the United States on August 26, 2014",Very nice filter. I was looking for a cheap UV filter that can protect my lens when I am photographing something that is not extremely important. This filter only adds slight flare and bulk. I highly recommend this filter for your new lens.,Nice filter!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Jasmine,"Reviewed in the United States on February 11, 2014","I needed a UV filter to protect the lens and its really nice and cheap. Just in case, you never know!!",Perfect!,4.0 out of 5 stars,Verified Purchase
One person found this helpful,nakymolina,"Reviewed in the United States on February 25, 2016","Good morning,I do this purchase last year in December. I live in Venezuela and yesterday I received everything I buy, while opening the package I realized that the filter does this, the package is empty, I need a reply. I did not get the product.Thank you","Good morning, I do this purchase last year in ...",1.0 out of 5 stars,Verified Purchase
One person found this helpful,Yihui,"Reviewed in the United States on March 16, 2015",Very Good！,Five Stars,5.0 out of 5 stars,Verified Purchase
5 people found this helpful,Don Paul,"Reviewed in the United States on October 19, 2014",Perfect protection for your lens. Great price.,Perfect.,5.0 out of 5 stars,Verified Purchase
One person found this helpful,ChiefLaughALot,"Reviewed in the United States on September 29, 2014",Every lens I own is protected by a Tiffen,protect your lens from scratches,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Roberto Arias,"Reviewed in the United States on May 13, 2007","The protector comes with kind of tiny spots on it. It does protect the lens from scratches and fingerprints, dust and other things.",It does its final purpose.,2.0 out of 5 stars,Verified Purchase
